,user_id,book_id,is_read,rating,is_reviewed
0,0,948,1,5,0
1,0,947,1,5,1
2,0,946,1,5,0
3,0,945,1,5,0
4,0,944,1,5,0
5,0,943,1,5,0
6,0,942,1,5,0
7,0,941,1,5,0
8,0,940,1,5,0
9,0,939,1,5,1
10,0,938,1,5,1
11,0,937,1,4,0
12,0,936,1,4,0
13,0,935,1,4,0
14,0,934,1,5,1
15,0,933,1,4,0
16,0,932,1,4,0
17,0,931,1,5,0
18,0,930,1,2,1
19,0,929,1,4,1
20,0,928,1,4,1
21,0,927,1,5,1
22,0,926,1,3,1
23,0,925,1,4,1
24,0,924,1,5,0
25,0,923,1,5,1
26,0,922,1,5,0
27,0,921,1,4,1
28,0,920,1,5,1
29,0,919,1,5,0
30,0,918,1,5,1
31,0,917,1,3,1
32,0,916,1,5,0
33,0,915,1,5,1
34,0,914,1,4,1
35,0,913,0,0,1
36,0,912,1,5,1
37,0,911,0,0,0
38,0,910,0,0,1
39,0,909,1,4,1
40,0,908,1,4,0
41,0,907,0,0,0
42,0,906,0,0,0
43,0,905,1,4,1
44,0,904,0,0,0
45,0,903,1,5,1
46,0,902,0,0,1
47,0,901,1,4,1
48,0,900,1,4,1
49,0,899,1,4,1
50,0,898,1,3,0
51,0,897,1,5,1
52,0,896,0,0,0
53,0,895,1,5,1
54,0,894,0,0,1
55,0,893,1,4,0
56,0,892,1,5,0
57,0,891,1,4,1
58,0,890,1,5,1
59,0,889,1,5,0
60,0,888,1,4,1
61,0,887,0,0,1
62,0,886,1,3,1
63,0,885,0,0,1
64,0,884,0,0,0
65,0,883,1,4,1
66,0,882,1,5,1
67,0,881,0,0,1
68,0,880,1,5,1
69,0,879,1,5,1
70,0,878,1,4,0
71,0,877,1,5,1
72,0,876,1,4,0
73,0,875,1,4,0
74,0,874,1,3,1
75,0,873,1,4,0
76,0,872,1,3,0
77,0,871,1,2,0
78,0,870,1,3,0
79,0,869,1,3,1
80,0,868,0,0,1
81,0,867,1,3,1
82,0,866,1,4,1
83,0,865,1,5,1
84,0,864,0,0,1
85,0,863,1,4,1
86,0,862,1,5,0
87,0,861,1,5,1
88,0,860,1,5,1
89,0,859,1,4,0
90,0,858,1,5,1
91,0,857,0,0,1
92,0,856,1,4,1
93,0,855,1,5,1
94,0,854,1,4,0
95,0,853,1,5,0
96,0,852,0,0,1
97,0,851,0,0,1
98,0,850,1,5,1
99,0,849,1,3,1
100,0,848,1,3,1
101,0,847,1,5,1
102,0,846,1,5,1
103,0,845,1,4,1
104,0,844,1,3,0
105,0,843,1,3,0
106,0,842,1,3,0
107,0,841,1,4,1
108,0,840,1,5,1
109,0,839,1,5,0
110,0,838,1,5,1
111,0,837,1,4,0
112,0,836,1,4,1
113,0,835,0,0,1
114,0,834,1,4,1
115,0,833,1,2,0
116,0,832,1,4,0
117,0,831,1,5,1
118,0,830,1,4,1
119,0,829,1,5,1
120,0,828,1,5,0
121,0,827,1,4,0
122,0,826,1,4,1
123,0,825,1,5,0
124,0,824,1,5,1
125,0,823,1,3,1
126,0,822,0,0,1
127,0,821,1,5,0
128,0,820,1,4,1
129,0,819,1,4,1
130,0,818,1,3,1
131,0,817,1,3,1
132,0,816,1,4,1
133,0,815,0,0,1
134,0,814,0,0,0
135,0,813,1,4,1
136,0,812,1,4,1
137,0,811,1,5,1
138,0,810,1,2,0
139,0,809,1,5,0
140,0,808,1,3,0
141,0,807,1,4,1
142,0,806,1,4,1
143,0,805,1,4,1
144,0,804,1,5,1
145,0,803,1,4,1
146,0,802,1,3,1
147,0,801,1,5,0
148,0,800,1,3,1
149,0,799,1,4,1
150,0,798,1,3,1
151,0,797,1,3,0
152,0,796,0,0,0
153,0,795,1,4,1
154,0,794,0,0,1
155,0,793,1,4,0
156,0,792,0,0,0
157,0,791,0,0,0
158,0,790,1,5,0
159,0,789,1,5,0
160,0,788,1,4,0
161,0,787,1,5,0
162,0,786,1,5,0
163,0,785,1,2,0
164,0,784,1,5,1
165,0,783,1,4,1
166,0,782,1,3,1
167,0,781,1,4,1
168,0,780,1,4,1
169,0,779,1,4,1
170,0,778,1,4,1
171,0,777,1,4,1
172,0,776,1,0,0
173,0,775,0,0,1
174,0,774,0,0,0
175,0,773,1,3,0
176,0,772,1,5,0
177,0,771,1,4,0
178,0,770,1,4,0
179,0,769,0,0,1
180,0,768,1,5,0
181,0,767,1,4,0
182,0,766,1,3,1
183,0,765,1,5,0
184,0,764,1,5,0
185,0,763,0,0,1
186,0,762,1,4,1
187,0,761,1,5,1
188,0,760,1,3,0
189,0,759,1,4,0
190,0,758,1,4,0
191,0,757,1,3,0
192,0,756,0,0,0
193,0,755,1,3,1
194,0,754,0,0,1
195,0,753,0,0,1
196,0,752,1,5,1
197,0,751,0,0,1
198,0,750,1,5,0
199,0,749,1,3,0
200,0,748,1,4,0
201,0,747,1,3,0
202,0,746,1,3,0
203,0,745,1,2,0
204,0,744,1,1,1
205,0,743,1,3,0
206,0,742,1,5,0
207,0,741,1,4,0
208,0,740,1,2,0
209,0,739,1,4,1
210,0,738,0,0,0
211,0,737,1,5,1
212,0,736,0,0,0
213,0,735,0,0,1
214,0,734,1,4,1
215,0,733,1,4,1
216,0,732,0,0,0
217,0,731,1,4,0
218,0,730,1,4,1
219,0,729,1,4,1
220,0,728,1,4,1
221,0,727,1,4,1
222,0,726,1,3,1
223,0,725,0,0,1
224,0,724,0,0,0
225,0,723,1,5,1
226,0,722,0,0,0
227,0,721,1,5,0
228,0,720,0,0,0
229,0,719,1,3,1
230,0,718,0,0,0
231,0,717,1,0,0
232,0,716,1,4,0
233,0,715,1,5,1
234,0,714,0,0,0
235,0,713,1,5,0
236,0,712,1,5,0
237,0,711,1,5,0
238,0,710,0,0,0
239,0,709,0,0,1
240,0,708,0,0,0
241,0,707,1,4,1
242,0,706,1,5,1
243,0,705,0,0,1
244,0,704,1,5,0
245,0,703,1,4,1
246,0,702,1,5,0
247,0,701,0,0,1
248,0,700,1,5,1
249,0,699,1,4,0
250,0,698,1,4,0
251,0,697,1,4,0
252,0,696,1,5,1
253,0,695,1,4,1
254,0,694,0,0,0
255,0,693,0,0,1
256,0,692,0,0,0
257,0,691,1,4,0
258,0,690,1,3,0
259,0,689,1,5,1
260,0,688,0,0,0
261,0,687,1,4,1
262,0,686,0,0,1
263,0,685,1,4,1
264,0,684,1,4,1
265,0,683,0,0,0
266,0,682,0,0,0
267,0,681,1,5,0
268,0,680,1,5,0
269,0,679,1,5,0
270,0,678,1,5,0
271,0,677,1,5,0
272,0,676,1,5,0
273,0,675,1,5,0
274,0,674,0,0,0
275,0,673,1,5,1
276,0,672,1,4,1
277,0,671,1,4,0
278,0,670,1,5,0
279,0,669,1,5,0
280,0,668,1,5,0
281,0,667,1,3,0
282,0,666,0,0,0
283,0,665,1,3,0
284,0,664,1,3,0
285,0,663,1,3,0
286,0,662,1,3,0
287,0,661,1,3,0
288,0,660,1,3,0
289,0,659,1,3,0
290,0,658,1,3,0
291,0,657,1,3,0
292,0,656,1,3,0
293,0,655,1,3,0
294,0,654,1,3,0
295,0,653,0,0,0
296,0,652,1,3,0
297,0,651,0,0,0
298,0,650,0,0,0
299,0,649,1,4,1
300,0,648,1,4,1
301,0,647,0,0,1
302,0,646,1,3,1
303,0,645,1,4,1
304,0,644,1,4,1
305,0,643,0,0,0
306,0,642,1,5,1
307,0,641,0,0,1
308,0,640,0,0,0
309,0,639,0,0,0
310,0,638,1,4,1
311,0,637,0,0,0
312,0,636,1,5,0
313,0,635,1,5,1
314,0,634,1,5,1
315,0,633,1,5,0
316,0,632,0,0,0
317,0,631,0,0,0
318,0,630,0,0,0
319,0,629,0,0,0
320,0,628,0,0,0
321,0,627,1,4,0
322,0,626,0,0,1
323,0,625,0,0,0
324,0,624,1,5,0
325,0,623,1,4,1
326,0,622,0,0,0
327,0,621,0,0,0
328,0,620,1,5,0
329,0,619,1,4,1
330,0,618,0,0,0
331,0,617,0,0,0
332,0,616,0,0,0
333,0,615,0,0,0
334,0,614,1,3,0
335,0,613,1,5,1
336,0,612,0,0,0
337,0,611,1,3,0
338,0,610,0,0,0
339,0,609,0,0,0
340,0,608,1,5,1
341,0,607,0,0,0
342,0,606,1,2,1
343,0,605,0,0,0
344,0,604,0,0,0
345,0,603,1,5,0
346,0,602,0,0,0
347,0,601,1,3,1
348,0,600,1,4,1
349,0,599,0,0,0
350,0,598,1,5,0
351,0,597,0,0,0
352,0,596,0,0,0
353,0,595,0,0,1
354,0,594,1,5,0
355,0,593,0,0,0
356,0,592,0,0,0
357,0,591,0,0,0
358,0,590,1,5,0
359,0,589,0,0,0
360,0,588,1,5,1
361,0,587,0,0,0
362,0,586,1,4,0
363,0,585,1,5,1
364,0,584,1,5,1
365,0,583,0,0,0
366,0,582,1,4,0
367,0,581,1,4,1
368,0,580,1,5,1
369,0,579,0,0,0
370,0,578,0,0,0
371,0,577,0,0,0
372,0,576,0,0,0
373,0,575,0,0,1
374,0,574,1,4,1
375,0,573,1,5,1
376,0,572,0,0,0
377,0,571,0,0,1
378,0,570,0,0,0
379,0,569,0,0,0
380,0,568,1,4,0
381,0,567,1,4,0
382,0,566,1,5,0
383,0,565,1,4,0
384,0,564,1,4,0
385,0,563,1,4,0
386,0,562,1,4,0
387,0,561,0,0,0
388,0,560,0,0,0
389,0,559,0,0,0
390,0,558,0,0,0
391,0,557,1,3,1
392,0,556,0,0,0
393,0,555,1,3,1
394,0,554,1,5,0
395,0,553,0,0,0
396,0,552,0,0,0
397,0,551,0,0,0
398,0,550,1,4,1
399,0,549,0,0,0
400,0,548,0,0,0
401,0,547,1,5,0
402,0,546,1,4,1
403,0,545,1,3,1
404,0,544,0,0,1
405,0,543,0,0,0
406,0,542,0,0,0
407,0,541,1,3,0
408,0,540,0,0,0
409,0,539,0,0,1
410,0,538,0,0,0
411,0,537,1,5,0
412,0,536,1,5,1
413,0,535,1,5,1
414,0,534,0,0,0
415,0,533,0,0,0
416,0,532,0,0,0
417,0,531,1,4,0
418,0,530,1,3,0
419,0,529,0,0,0
420,0,528,0,0,0
421,0,527,0,0,1
422,0,526,0,0,0
423,0,525,0,0,1
424,0,524,1,5,1
425,0,523,1,0,0
426,0,522,0,0,0
427,0,521,0,0,0
428,0,520,1,3,1
429,0,519,0,0,0
430,0,518,0,0,1
431,0,517,0,0,0
432,0,516,0,0,0
433,0,515,1,3,0
434,0,514,0,0,0
435,0,513,1,5,1
436,0,512,1,5,1
